iso3,occupation,employment,w_within_emp
AGO,3152,12.337571428571424,3.957357154610587e-4
AGO,3153,12.337571428571424,3.957357154610587e-4
AGO,3154,12.337571428571424,3.957357154610587e-4
AGO,3211,12.337571428571424,3.957357154610587e-4
AGO,3212,12.337571428571424,3.957357154610587e-4
AGO,3213,12.337571428571424,3.957357154610587e-4
AGO,3251,12.337571428571424,3.957357154610587e-4
AGO,3252,12.337571428571424,3.957357154610587e-4
AGO,3253,12.337571428571424,3.957357154610587e-4
AGO,3256,12.337571428571424,3.957357154610587e-4
AGO,3257,12.337571428571424,3.957357154610587e-4
AGO,3258,12.337571428571424,3.957357154610587e-4
AGO,3259,12.337571428571424,3.957357154610587e-4
AGO,3312,12.337571428571424,3.957357154610587e-4
AGO,3313,12.337571428571424,3.957357154610587e-4
